Scores,Indicators
32.44,B.1.4 Injuries and Violence
51.2,B.1.4 Injuries and Violence
62.44,B.1.4 Injuries and Violence
40.1,B.1.4 Injuries and Violence
34.49,B.1.4 Injuries and Violence
40,B.1.4 Injuries and Violence
19.04,B.1.4 Injuries and Violence
26.68,B.1.4 Injuries and Violence
13.73,B.1.4 Injuries and Violence
32.61,B.1.5 Universal Health Coverage and Health Systems
52.39,B.1.5 Universal Health Coverage and Health Systems
52.39,B.1.5 Universal Health Coverage and Health Systems
52.08,B.1.5 Universal Health Coverage and Health Systems
56.05,B.1.5 Universal Health Coverage and Health Systems
72.4,B.1.5 Universal Health Coverage and Health Systems
60.36,B.1.5 Universal Health Coverage and Health Systems
40.63,B.1.5 Universal Health Coverage and Health Systems
55.55,B.1.5 Universal Health Coverage and Health Systems
47.77,B.1.5 Universal Health Coverage and Health Systems
52.2,B.1.5 Universal Health Coverage and Health Systems
66.83,B.1.5 Universal Health Coverage and Health Systems
65.18,B.1.5 Universal Health Coverage and Health Systems
62.38,B.1.5 Universal Health Coverage and Health Systems
35.91,B.1.5 Universal Health Coverage and Health Systems
64.74,B.1.5 Universal Health Coverage and Health Systems
67,B.1.5 Universal Health Coverage and Health Systems
71.14,B.1.5 Universal Health Coverage and Health Systems
46.19,B.1.5 Universal Health Coverage and Health Systems
57.77,B.1.5 Universal Health Coverage and Health Systems
55.64,B.1.5 Universal Health Coverage and Health Systems
54.29,B.1.5 Universal Health Coverage and Health Systems
57.59,B.1.5 Universal Health Coverage and Health Systems
66.94,B.1.5 Universal Health Coverage and Health Systems
57.79,B.1.5 Universal Health Coverage and Health Systems
34.51,B.1.5 Universal Health Coverage and Health Systems
72.33,B.1.5 Universal Health Coverage and Health Systems
26.4,B.1.5 Universal Health Coverage and Health Systems
26.29,B.1.5 Universal Health Coverage and Health Systems
63.46,B.1.5 Universal Health Coverage and Health Systems
57.97,B.1.5 Universal Health Coverage and Health Systems
65.23,B.1.5 Universal Health Coverage and Health Systems
72.73,B.1.5 Universal Health Coverage and Health Systems
43.73,B.1.5 Universal Health Coverage and Health Systems
55.59,B.1.5 Universal Health Coverage and Health Systems
70.16,B.1.5 Universal Health Coverage and Health Systems
54.01,B.1.5 Universal Health Coverage and Health Systems
63.97,B.1.5 Universal Health Coverage and Health Systems
31.54,B.1.5 Universal Health Coverage and Health Systems
68.93,B.1.5 Universal Health Coverage and Health Systems
62.43,B.1.5 Universal Health Coverage and Health Systems
50.52,B.1.5 Universal Health Coverage and Health Systems
46.58,B.1.5 Universal Health Coverage and Health Systems
57.83,B.1.5 Universal Health Coverage and Health Systems
34.94,B.1.5 Universal Health Coverage and Health Systems
57.89,B.1.5 Universal Health Coverage and Health Systems
60.2,B.1.5 Universal Health Coverage and Health Systems
64.62,B.1.5 Universal Health Coverage and Health Systems
40.1,B.1.5 Universal Health Coverage and Health Systems
60.29,B.1.5 Universal Health Coverage and Health Systems
71.15,B.1.5 Universal Health Coverage and Health Systems
54.79,B.1.5 Universal Health Coverage and Health Systems
56.65,B.1.5 Universal Health Coverage and Health Systems
25.07,B.1.5 Universal Health Coverage and Health Systems
55.63,B.1.5 Universal Health Coverage and Health Systems
54,B.1.5 Universal Health Coverage and Health Systems
67.38,B.1.5 Universal Health Coverage and Health Systems
37.15,B.1.5 Universal Health Coverage and Health Systems
42.62,B.1.5 Universal Health Coverage and Health Systems
67.95,B.1.5 Universal Health Coverage and Health Systems
44.18,B.1.5 Universal Health Coverage and Health Systems
69.59,B.1.5 Universal Health Coverage and Health Systems
64.06,B.1.5 Universal Health Coverage and Health Systems
63.58,B.1.5 Universal Health Coverage and Health Systems
75.7,B.1.5 Universal Health Coverage and Health Systems
65.69,B.1.5 Universal Health Coverage and Health Systems
58.32,B.1.5 Universal Health Coverage and Health Systems
57.54,B.1.5 Universal Health Coverage and Health Systems
62.35,B.1.5 Universal Health Coverage and Health Systems
46.81,B.1.5 Universal Health Coverage and Health Systems
55.9,B.1.5 Universal Health Coverage and Health Systems
64.12,B.1.5 Universal Health Coverage and Health Systems
48.89,B.1.5 Universal Health Coverage and Health Systems
37.8,B.1.5 Universal Health Coverage and Health Systems
49.5,B.1.5 Universal Health Coverage and Health Systems
56.91,B.1.5 Universal Health Coverage and Health Systems
63.31,B.1.5 Universal Health Coverage and Health Systems
27.11,B.1.5 Universal Health Coverage and Health Systems
62,B.1.5 Universal Health Coverage and Health Systems
56.18,B.1.5 Universal Health Coverage and Health Systems
37.72,B.1.5 Universal Health Coverage and Health Systems
68.57,B.1.5 Universal Health Coverage and Health Systems
36.64,B.1.5 Universal Health Coverage and Health Systems
56.24,B.1.5 Universal Health Coverage and Health Systems
43.3,B.1.5 Universal Health Coverage and Health Systems
64.97,B.1.5 Universal Health Coverage and Health Systems
63.67,B.1.5 Universal Health Coverage and Health Systems
53.16,B.1.5 Universal Health Coverage and Health Systems
52.13,B.1.5 Universal Health Coverage and Health Systems
46.43,B.1.5 Universal Health Coverage and Health Systems
48.77,B.1.5 Universal Health Coverage and Health Systems
58.58,B.1.5 Universal Health Coverage and Health Systems
44.11,B.1.5 Universal Health Coverage and Health Systems
66.78,B.1.5 Universal Health Coverage and Health Systems
72.48,B.1.5 Universal Health Coverage and Health Systems
82.04,B.1.5 Universal Health Coverage and Health Systems
44.95,B.1.5 Universal Health Coverage and Health Systems
29.18,B.1.5 Universal Health Coverage and Health Systems
56.49,B.1.5 Universal Health Coverage and Health Systems
72.63,B.1.5 Universal Health Coverage and Health Systems
48.88,B.1.5 Universal Health Coverage and Health Systems
39.27,B.1.5 Universal Health Coverage and Health Systems
33.11,B.1.5 Universal Health Coverage and Health Systems
61.28,B.1.5 Universal Health Coverage and Health Systems
68.76,B.1.5 Universal Health Coverage and Health Systems
41.63,B.1.5 Universal Health Coverage and Health Systems
56.64,B.1.5 Universal Health Coverage and Health Systems
64.79,B.1.5 Universal Health Coverage and Health Systems
41.93,B.1.5 Universal Health Coverage and Health Systems
55.16,B.1.5 Universal Health Coverage and Health Systems
58.91,B.1.5 Universal Health Coverage and Health Systems
62.88,B.1.5 Universal Health Coverage and Health Systems
57.15,B.1.5 Universal Health Coverage and Health Systems
49.14,B.1.5 Universal Health Coverage and Health Systems
64.82,B.1.5 Universal Health Coverage and Health Systems
55.59,B.1.5 Universal Health Coverage and Health Systems
51.84,B.1.5 Universal Health Coverage and Health Systems
65.52,B.1.5 Universal Health Coverage and Health Systems
61.85,B.1.5 Universal Health Coverage and Health Systems
63.42,B.1.5 Universal Health Coverage and Health Systems
64.59,B.1.5 Universal Health Coverage and Health Systems
68.05,B.1.5 Universal Health Coverage and Health Systems
68.63,B.1.5 Universal Health Coverage and Health Systems
59.09,B.1.5 Universal Health Coverage and Health Systems
48.59,B.1.5 Universal Health Coverage and Health Systems
73.86,B.1.5 Universal Health Coverage and Health Systems
62.2,B.1.5 Universal Health Coverage and Health Systems
63.03,B.1.5 Universal Health Coverage and Health Systems
44.69,B.1.5 Universal Health Coverage and Health Systems
66.55,B.1.5 Universal Health Coverage and Health Systems
55.24,B.1.5 Universal Health Coverage and Health Systems
41.98,B.1.5 Universal Health Coverage and Health Systems
54.18,B.1.5 Universal Health Coverage and Health Systems
62.63,B.1.5 Universal Health Coverage and Health Systems
65.99,B.1.5 Universal Health Coverage and Health Systems
60.44,B.1.5 Universal Health Coverage and Health Systems
49.78,B.1.5 Universal Health Coverage and Health Systems
55.45,B.1.5 Universal Health Coverage and Health Systems
51.01,B.1.5 Universal Health Coverage and Health Systems
72.89,B.1.5 Universal Health Coverage and Health Systems
74.76,B.1.5 Universal Health Coverage and Health Systems
70.4,B.1.5 Universal Health Coverage and Health Systems
64.31,B.1.5 Universal Health Coverage and Health Systems
64.24,B.1.5 Universal Health Coverage and Health Systems
55.86,B.1.5 Universal Health Coverage and Health Systems
56.62,B.1.5 Universal Health Coverage and Health Systems
88.18,B.1.6 Health Risk
42.13,B.1.6 Health Risk
35.69,B.1.6 Health Risk
47,B.1.6 Health Risk
48.84,B.1.6 Health Risk
19.45,B.1.6 Health Risk
19.21,B.1.6 Health Risk
54.68,B.1.6 Health Risk
46.71,B.1.6 Health Risk
82.99,B.1.6 Health Risk
29.9,B.1.6 Health Risk
28.14,B.1.6 Health Risk
23.38,B.1.6 Health Risk
50.05,B.1.6 Health Risk
86.07,B.1.6 Health Risk
73.77,B.1.6 Health Risk
56.14,B.1.6 Health Risk
66.21,B.1.6 Health Risk
44.13,B.1.6 Health Risk
24.76,B.1.6 Health Risk
34.38,B.1.6 Health Risk
86.21,B.1.6 Health Risk
96.82,B.1.6 Health Risk
56.15,B.1.6 Health Risk
81.42,B.1.6 Health Risk
85.42,B.1.6 Health Risk
20.02,B.1.6 Health Risk
97.5,B.1.6 Health Risk
94.41,B.1.6 Health Risk
35.88,B.1.6 Health Risk
47.41,B.1.6 Health Risk
21.88,B.1.6 Health Risk
24.46,B.1.6 Health Risk
82.81,B.1.6 Health Risk
30.27,B.1.6 Health Risk
53.18,B.1.6 Health Risk
26.58,B.1.6 Health Risk
35.68,B.1.6 Health Risk
93.04,B.1.6 Health Risk
28.83,B.1.6 Health Risk
49.09,B.1.6 Health Risk
42.75,B.1.6 Health Risk
57.17,B.1.6 Health Risk
11.12,B.1.6 Health Risk
88.66,B.1.6 Health Risk
58.56,B.1.6 Health Risk
10.85,B.1.6 Health Risk
22.99,B.1.6 Health Risk
62.89,B.1.6 Health Risk
48.3,B.1.6 Health Risk
25.41,B.1.6 Health Risk
75.97,B.1.6 Health Risk
20.94,B.1.6 Health Risk
93.49,B.1.6 Health Risk
56.47,B.1.6 Health Risk
35.51,B.1.6 Health Risk
19.15,B.1.6 Health Risk
82.57,B.1.6 Health Risk
76.04,B.1.6 Health Risk
36.25,B.1.6 Health Risk
38.85,B.1.6 Health Risk
14.43,B.1.6 Health Risk
22.02,B.1.6 Health Risk
17.59,B.1.6 Health Risk
22.52,B.1.6 Health Risk
26.27,B.1.6 Health Risk
44.31,B.1.6 Health Risk
85.05,B.1.6 Health Risk
50.09,B.1.6 Health Risk
81.11,B.1.6 Health Risk
27.71,B.1.6 Health Risk
36.43,B.1.6 Health Risk
86.03,B.1.6 Health Risk
82.77,B.1.6 Health Risk
43.47,B.1.6 Health Risk
28.88,B.1.6 Health Risk
15.56,B.1.6 Health Risk
99.35,B.1.6 Health Risk
87.21,B.1.6 Health Risk
45.92,B.1.6 Health Risk
86.92,B.1.6 Health Risk
25.51,B.1.6 Health Risk
69.59,B.1.6 Health Risk
30.31,B.1.6 Health Risk
42.2,B.1.6 Health Risk
34.37,B.1.6 Health Risk
51.57,B.1.6 Health Risk
26.89,B.1.6 Health Risk
56.48,B.1.6 Health Risk
89.94,B.1.6 Health Risk
78.04,B.1.6 Health Risk
67.53,B.1.6 Health Risk
92.73,B.1.6 Health Risk
23.36,B.1.6 Health Risk
24.91,B.1.6 Health Risk
36.42,B.1.6 Health Risk
94.29,B.1.6 Health Risk
76.1,B.1.6 Health Risk
53.9,B.1.6 Health Risk
17.09,B.1.6 Health Risk
38.57,B.1.6 Health Risk
78.67,B.1.6 Health Risk
97.22,B.1.6 Health Risk
51.42,B.1.6 Health Risk
44.19,B.1.6 Health Risk
70.26,B.1.6 Health Risk
33.34,B.1.6 Health Risk
23.37,B.1.6 Health Risk
45.39,B.1.6 Health Risk
42.48,B.1.6 Health Risk
45.24,B.1.6 Health Risk
85.63,B.1.6 Health Risk
37.83,B.1.6 Health Risk
78.95,B.1.6 Health Risk
42.42,B.1.6 Health Risk
45.57,B.1.6 Health Risk
86.26,B.1.6 Health Risk
24.65,B.1.6 Health Risk
25.82,B.1.6 Health Risk
24.58,B.1.6 Health Risk
63.05,B.1.6 Health Risk
38.15,B.1.6 Health Risk
10.63,B.1.6 Health Risk
43.06,B.1.6 Health Risk
68.54,B.1.6 Health Risk
14.65,B.1.6 Health Risk
20.25,B.1.6 Health Risk
67.43,B.1.6 Health Risk
85.03,B.1.6 Health Risk
53.93,B.1.6 Health Risk
71.93,B.1.6 Health Risk
84.3,B.1.6 Health Risk
33.6,B.1.6 Health Risk
36.75,B.1.6 Health Risk
46.53,B.1.6 Health Risk
49.16,B.1.6 Health Risk
85.33,B.1.6 Health Risk
38.59,B.1.6 Health Risk
52.88,B.1.6 Health Risk
21.29,B.1.6 Health Risk
19.08,B.1.6 Health Risk
37.34,B.1.6 Health Risk
55.87,B.1.6 Health Risk
58.13,B.1.6 Health Risk
85.14,B.1.6 Health Risk
86.94,B.1.6 Health Risk
